"DAWG",524288,1,1.65512e+09,1.65505e+09,"Wiki"
"DAWG",1048576,1,3.07851e+09,3.07839e+09,"Wiki"
"DAWG",2097152,1,6.33309e+09,6.33281e+09,"Wiki"
"DAWG",4194304,1,1.41158e+10,1.41151e+10,"Wiki"
"DAWG",5077651,1,1.39946e+10,1.3994e+10,"Wiki"
"HAT-trie", 32768,126,5.52272e+06,5.5225e+06,"CWeb"
"HAT-trie", 65536,71,1.02169e+07,1.02165e+07,"CWeb"
"HAT-trie",131072,39,1.83233e+07,1.83226e+07,"CWeb"
"HAT-trie",262144,17,4.27106e+07,4.2709e+07,"CWeb"
"HAT-trie",524288,7,1.02339e+08,1.02335e+08,"CWeb"
"HAT-trie",1048576,3,2.05553e+08,2.05543e+08,"CWeb"
"HAT-trie",2097152,2,4.00183e+08,4.00167e+08,"CWeb"
"HAT-trie",4194304,1,8.18257e+08,8.1821e+08,"CWeb"
"HAT-trie",8388608,1,1.58817e+09,1.5881e+09,"CWeb"
"HAT-trie",16777216,1,3.22541e+09,3.22528e+09,"CWeb"
"HAT-trie",33554432,1,6.75682e+09,6.75655e+09,"CWeb"
"HAT-trie",67108864,1,1.48391e+10,1.48386e+10,"CWeb"
"HAT-trie",134217728,1,3.13614e+10,3.13601e+10,"CWeb"
"HAT-trie",195285642,1,4.5567e+10,4.55652e+10,"CWeb"
"Marisa",2048,380,1.84323e+06,1.84316e+06,"CWeb"
"Marisa",4096,197,3.63604e+06,3.63589e+06,"CWeb"
"Marisa",8192,100,7.24176e+06,7.24152e+06,"CWeb"
"Marisa",16384,51,1.38713e+07,1.38707e+07,"CWeb"
"Marisa",32768,25,2.74945e+07,2.74933e+07,"CWeb"
"Marisa",65536,12,5.45513e+07,5.45488e+07,"CWeb"
"Marisa",131072,5,1.08965e+08,1.0896e+08,"CWeb"
"Marisa",262144,3,2.21552e+08,2.21542e+08,"CWeb"
"Marisa",524288,1,5.23044e+08,5.23005e+08,"CWeb"
"Marisa",1048576,1,1.12091e+09,1.12086e+09,"CWeb"
"Marisa",2097152,1,2.35882e+09,2.3587e+09,"CWeb"
"Marisa",4194304,1,4.79954e+09,4.79935e+09,"CWeb"
"Marisa",8388608,1,9.54104e+09,9.54071e+09,"CWeb"
"Marisa",16777216,1,2.02113e+10,2.02105e+10,"CWeb"
"Marisa",33554432,1,4.04636e+10,4.04621e+10,"CWeb"
"Marisa",67108864,1,8.05488e+10,8.05456e+10,"CWeb"
"Marisa",134217728,1,1.67521e+11,1.67514e+11,"CWeb"
"Marisa",195285642,1,2.71094e+11,2.71081e+11,"CWeb"
"DAWG",2048,69,1.04069e+07,1.04066e+07,CWeb
"DAWG",4096,34,1.98358e+07,1.98351e+07,CWeb
"DAWG",8192,18,3.7045e+07,3.70438e+07,CWeb
"DAWG",16384,11,6.3707e+07,6.37049e+07,CWeb
"DAWG",32768,5,1.16809e+08,1.16805e+08,CWeb
"DAWG",65536,3,2.19976e+08,2.19969e+08,CWeb
"DAWG",131072,2,4.25775e+08,4.2576e+08,CWeb
"DAWG",262144,1,8.61864e+08,8.61834e+08,CWeb
"DAWG",524288,1,1.8563e+09,1.85623e+09,CWeb
"DAWG",1048576,1,3.5217e+09,3.52158e+09,CWeb
"DAWG",2097152,1,7.08263e+09,7.08238e+09,CWeb
"DAWG",4194304,1,1.4416e+10,1.44155e+10,CWeb
"DAWG",8388608,1,2.90009e+10,2.89999e+10,CWeb
"DAWG",16777216,1,6.06e+10,6.05978e+10,CWeb
"DAWG",33554432,1,1.06154e+11,1.0615e+11,CWeb
"DAWG",67108864,1,2.07192e+11,2.07185e+11,CWeb
